district,crime_type,latitude,longitude,date,time,year
banashankari,murder,12.93297,77.58381,2016-07-29,21:00:00,2016
banashankari,murder,12.930433,77.549761,2016-11-13,23:45:00,2016
banashankari,murder,12.923736,77.58182,,21:00:00,2017
banashankari,murder,12.924123,77.576913,2017-07-19,19:30:00,2017
banashankari,murder,12.924377,77.582729,2018-06-21,23:30:00,2018
banashankari,murder,12.920604,77.520557,2018-07-17,21:15:00,2018
banashankari,murder,12.940662,77.574095,,09:30:00,2015
banashankari,murder,12.9387822,77.5795611,2016-06-18,21:00:00,2016
banashankari,murder,12.9399013,77.5733711,,18:30:00,2017
banashankari,murder,12.944557,77.57758,2019-07-29,18:00:00,2019
banashankari,murder,12.9076508,77.5951967,,06:00:00,2015
banashankari,murder,12.9076508,77.5951967,2015-01-26,04:10:00,2015
banashankari,murder,12.9030543,77.5813948,,08:00:00,2015
banashankari,murder,12.9036647,77.5785439,2016-05-16,07:30:00,2016
banashankari,murder,12.9004589,77.5684636,,09:15:00,2016
banashankari,murder,12.909427,77.5706543,,02:50:00,2016
banashankari,murder,12.9039655,77.5804308,2016-11-21,02:20:00,2016
banashankari,murder,12.9039653,77.5738647,,02:00:00,2018
banashankari,murder,12.9124543,77.5737283,,02:15:00,2018
banashankari,murder,12.9108342,77.5866704,2019-08-25,01:30:00,2019
banashankari,murder,12.9071236,77.583816,2019-08-25,02:30:00,2019
banashankari,murder,12.9176806,77.5685194,2016-03-25,21:40:00,2016
banashankari,murder,12.9154222,77.5620056,2016-04-26,08:15:00,2016
banashankari,murder,12.9150583,77.5659917,,06:15:00,2016
banashankari,murder,12.9196528,77.5740472,2016-05-23,00:45:00,2016
banashankari,murder,12.91986,77.56931,,22:30:00,2016
banashankari,murder,12.9249111,77.5693083,,19:00:00,2017
banashankari,murder,12.958864,77.638363,2017-11-27,11:00:00,2017
banashankari,murder,12.946595,77.59197,2015-07-23,16:00:00,2015
banashankari,murder,12.945264,77.59271,2015-12-23,16:30:00,2015
banashankari,murder,12.946042,77.593699,,22:00:00,2016
banashankari,murder,12.946042,77.593699,2016-05-16,21:30:00,2016
banashankari,murder,12.944408,77.593165,2019-06-22,02:00:00,2019
banashankari,murder,12.8905089,77.57361,,06:30:00,2015
banashankari,murder,12.9097669,77.5567987,,15:00:00,2015
banashankari,murder,12.901082,77.5475381,2015-03-15,16:45:00,2015
banashankari,murder,12.8685477,77.5801126,2015-03-26,21:45:00,2015
banashankari,murder,12.9095845,77.5515973,2015-05-20,09:45:00,2015
banashankari,murder,12.8832879,77.5813055,,,2016
banashankari,murder,12.8776868,77.580717,,,2016
banashankari,murder,12.8887116,77.5737734,,,2016
banashankari,murder,12.8953716,77.5503236,,,2016
banashankari,murder,12.9093283,77.5437415,,,2016
banashankari,murder,12.8793283,77.5737415,,,2016
banashankari,murder,12.9071428,77.53487,,,2016
banashankari,murder,12.9024547,77.5418141,2017-02-26,20:10:00,2017
banashankari,murder,12.8856326,77.5482591,,21:00:00,2017
banashankari,murder,12.8894838,77.5623209,2017-04-26,23:50:00,2017
banashankari,murder,12.9010821,77.5475381,2017-10-13,03:00:00,2017
banashankari,murder,12.9057223,77.5355813,,22:30:00,2018
banashankari,murder,12.8828956,77.5664778,,03:00:00,2018
banashankari,murder,12.8967726,77.5445644,2018-09-28,10:30:00,2018
banashankari,murder,12.9108237,77.5439817,,13:00:00,2019
banashankari,murder,12.913512,77.554144,2019-07-14,21:45:00,2019
banashankari,murder,12.9108489,77.5374565,,17:30:00,2019
banashankari,murder,12.87583,77.511157,2015-02-22,15:00:00,2015
banashankari,murder,12.894725,77.542178,2015-03-17,05:00:00,2015
banashankari,murder,12.874853,77.554205,2015-03-29,16:00:00,2015
banashankari,murder,12.860873,77.520947,2016-01-14,14:45:00,2016
banashankari,murder,12.864755,77.528047,2017-01-17,12:30:00,2017
banashankari,murder,12.871198,77.536856,2017-04-13,12:15:00,2017
banashankari,murder,12.853954,77.553705,2017-04-24,10:00:00,2017
banashankari,murder,12.870574,77.571346,,04:00:00,2017
banashankari,murder,12.879498,77.542792,2017-08-17,05:00:00,2017
banashankari,murder,12.87548,77.535128,2017-08-22,04:00:00,2017
banashankari,murder,12.870129,77.556345,2018-01-17,22:00:00,2018
banashankari,murder,12.878193,77.535515,2018-07-14,21:00:00,2018
banashankari,murder,12.848726,77.572816,2018-09-19,18:00:00,2018
banashankari,murder,12.872393,77.557753,2018-10-16,19:00:00,2018
banashankari,murder,12.871255,77.56033,2018-10-27,10:10:00,2018
banashankari,murder,12.879671,77.54543,,20:00:00,2018
banashankari,murder,12.859739,77.562719,2019-08-19,14:00:00,2019
banashankari,murder,12.862041,77.563487,2019-10-14,01:00:00,2019
banashankari,murder,12.893051,77.543007,2019-11-17,20:30:00,2019
banashankari,murder,12.879223,77.567169,,,2017
banashankari,murder,12.882152,77.565325,,01:30:00,2017
banashankari,murder,12.84488,77.583729,2017-07-29,08:45:00,2017
banashankari,murder,12.890277,77.57144,,15:00:00,2017
banashankari,murder,12.885583,77.57054,2017-11-18,00:00:00,2017
banashankari,murder,12.889932,77.57465,,04:30:00,2018
banashankari,murder,12.861345,77.579767,,00:00:00,2018
banashankari,murder,12.845887,77.583885,2018-11-21,23:50:00,2018
banashankari,murder,12.873733,77.579546,2019-06-13,16:10:00,2019
banashankari,murder,12.8999889,77.573775,2017-04-30,11:30:00,2017
banashankari,murder,12.875176,77.57889,,16:00:00,2017
banashankari,murder,12.898898,77.576405,2017-08-27,16:15:00,2017
banashankari,murder,12.906331,77.59179,,08:00:00,2017
banashankari,murder,12.90903,77.58764,2017-11-25,04:00:00,2017
banashankari,murder,12.906448,77.587569,,17:30:00,2018
banashankari,murder,12.89643,77.578607,,18:45:00,2019
banashankari,murder,12.901612,77.586583,2019-11-26,10:30:00,2019
banashankari,murder,12.896673,77.5607514,,21:00,
banashankari,murder,12.9050964,77.571337,2015-04-30,6:00,
banashankari,murder,12.9076945,77.5719852,,5:00,
banashankari,murder,12.9008928,77.5698814,,11:00,
banashankari,murder,12.9023386,77.5653253,,13:45,
banashankari,murder,12.9144906,77.5721065,2016-07-31,21:30,
banashankari,murder,12.9105469,77.5607455,2017-04-26,15:00,
banashankari,murder,12.8993986,77.5725849,2017-08-27,15:00,
banashankari,murder,12.9023333,77.5689282,,18:30,
banashankari,murder,12.9143691,77.5733106,2018-04-30,16:30,
banashankari,murder,12.9155359,77.5616258,2018-08-25,1:30,
banashankari,murder,12.9142072,77.5618648,2019-03-24,5:30,
banashankari,murder,12.9061712,77.5698458,,00:30,
banashankari,murder,12.8964516,77.5602433,,7:30,
banashankari,murder,12.937792,77.537268,2016-06-23,17:00:00,2016
banashankari,murder,12.939585,77.544317,,08:30:00,2017
banashankari,murder,12.937792,77.537268,2017-04-21,09:10:00,2017
banashankari,murder,12.93586,77.54388,,13:00:00,2018
banashankari,murder,12.946026,77.544111,,03:00:00,2018
banashankari,murder,12.940271,77.542692,,15:00:00,2018
banashankari,murder,12.9486568,77.5622764,2016-04-15,04:00:00,2016
banashankari,murder,12.94953,77.56316,,22:00:00,2017
banashankari,murder,12.94953,77.56316,2017-07-14,17:00:00,2017
banashankari,murder,12.9605399,77.5716173,,18:30:00,2015
banashankari,murder,12.9560844,77.5756127,,17:45:00,2016
banashankari,murder,12.948703,77.5787416,,,2016
banashankari,murder,12.948633,77.5758666,,,2018
banashankari,murder,12.941281,77.55467,,23:45:00,2016
banashankari,murder,12.94725,77.55428,,21:30:00,2017
banashankari,murder,12.945897,77.567461,,07:45:00,2018
banashankari,murder,12.94885,77.55255,,23:00:00,2019
banashankari,murder,12.928925,77.56106,,,2015
banashankari,murder,12.929754,77.551246,,,2015
banashankari,murder,12.930313,77.554418,,01:00:00,2016
banashankari,murder,12.926431,77.544097,,05:00:00,2016
banashankari,murder,12.9289,77.554688,2016-06-26,04:00:00,2016
banashankari,murder,12.930848,77.562656,,11:30:00,2018
banashankari,murder,12.920708,77.545062,,06:15:00,2018
banashankari,murder,12.921084,77.540512,2018-09-30,01:00:00,2018
banashankari,murder,12.931413,77.566018,2019-04-29,04:00:00,2019
banashankari,murder,12.920844,77.543006,,09:45:00,2019
banashankari,murder,12.923045,77.541396,2019-09-23,04:30:00,2019
banashankari,murder,12.93336,77.550661,2019-11-13,01:00:00,2019
banashankari,attempted murder,12.971599,77.594563,,07:00:00,2016
banashankari,attempted murder,12.80642,77.52537,,13:30:00,2016
banashankari,attempted murder,12.88605,77.494843,2017-01-15,10:15PM,2017
banashankari,attempted murder,12.921755,77.588346,2017-01-21,23:50:00,2017
banashankari,attempted murder,12.922076,77.5589539,,07:35:00,2017
banashankari,attempted murder,12.835635,77.653354,2018-05-22,18:00:00,2018
banashankari,attempted murder,12.925635,77.583354,2018-08-13,16:45:00,2018
banashankari,attempted murder,12.79642,77.50537,,16:25:00,2018
banashankari,attempted murder,12.93443,77.592697,2019-04-28,19:30:00,2019
banashankari,attempted murder,12.943773,77.573418,,23:15:00,2015
banashankari,attempted murder,12.941212,77.57344,,10:30:00,2015
banashankari,attempted murder,12.941716,77.573891,,11:00:00,2016
banashankari,attempted murder,12.9445229,77.5788835,,13:45AM,2017
banashankari,attempted murder,12.941946,77.574073,,11:30:00,2017
banashankari,attempted murder,12.935305,77.572075,,00:15:00,2017
banashankari,attempted murder,12.93699,77.566649,,21:15AM,2018
banashankari,attempted murder,12.944247,77.572678,2018-02-14,21:15AM,2018
banashankari,attempted murder,12.938602,77.575583,2018-05-17,11:30:00,2018
banashankari,attempted murder,12.946432,77.578244,,19:12AM,2019
banashankari,attempted murder,12.942962,77.568212,2019-11-19,14:30PM,2019
banashankari,attempted murder,12.9071234,77.5772499,2015-04-29,04:05:00,2015
banashankari,attempted murder,12.9021964,77.5472,,23:46:00,2015
banashankari,attempted murder,12.9047055,77.5868222,,22:50:00,2015
banashankari,attempted murder,12.8996863,77.5719224,2015-10-13,23:01:00,2015
banashankari,attempted murder,12.91655,77.5945793,2015-10-29,08:35:00,2015
banashankari,attempted murder,12.9165477,77.5617482,2015-12-25,21:45:00,2015
banashankari,attempted murder,12.9111818,77.5739301,,22:01:00,2016
banashankari,attempted murder,12.8896959,77.543055,2016-03-31,15:35:00,2016
banashankari,attempted murder,12.9036647,77.5785439,2016-08-29,17:01:00,2016
banashankari,attempted murder,12.9423522,77.5027961,,11:30:00,2016
banashankari,attempted murder,12.909427,77.5706543,2016-10-20,13:15:00,2016
banashankari,attempted murder,12.9093248,77.5591563,2016-10-22,22:45:00,2016
banashankari,attempted murder,12.8879049,77.5774295,,00:00:00,2016
banashankari,attempted murder,12.8879043,77.5621085,,22:01:00,2017
banashankari,attempted murder,12.8879031,77.5621085,2018-03-27,18:20:00,2018
banashankari,attempted murder,12.9105665,77.571023,,18:30:00,2018
banashankari,attempted murder,12.9125802,77.5731949,2018-08-28,11:20:00,2018
banashankari,attempted murder,12.9125802,77.5731949,2019-01-26,18:40:00,2019
banashankari,attempted murder,12.9263748,77.5664358,2019-03-28,03:00:00,2019
banashankari,attempted murder,12.9122435,77.5829634,2019-04-14,01:00:00,2019
banashankari,attempted murder,12.9204433,77.5663689,2019-04-20,17:00:00,2019
banashankari,attempted murder,12.9176778,77.5638833,,01:15:00,2015
banashankari,attempted murder,12.9175333,77.5733778,2015-02-28,20:00:00,2015
banashankari,attempted murder,12.9196528,77.5740472,,14:30:00,2015
banashankari,attempted murder,12.9292778,77.57365,,17:45:00,2015
banashankari,attempted murder,12.9359861,77.5746806,2015-04-17,21:00:00,2015
banashankari,attempted murder,12.9283167,77.5643944,2015-05-19,13:30:00,2015
banashankari,attempted murder,12.9279722,77.5698667,,13:00:00,2015
banashankari,attempted murder,12.9196639,77.5736611,,22:30:00,2015
banashankari,attempted murder,12.9239194,77.5712972,2015-12-25,18:10:00,2015
banashankari,attempted murder,12.9239194,77.5712972,2015-12-31,15:00:00,2015
banashankari,attempted murder,12.9155694,77.5567722,,15:30:00,2016
banashankari,attempted murder,12.9197694,77.5708278,2016-06-24,21:00:00,2016
banashankari,attempted murder,12.9217222,77.57355,2016-07-16,21:00:00,2016
banashankari,attempted murder,12.9217222,77.57355,2016-07-16,21:30:00,2016
banashankari,attempted murder,12.9196528,77.5740472,2016-07-31,23:30:00,2016
banashankari,attempted murder,12.9171111,77.5626833,2016-08-31,21:00:00,2016
banashankari,attempted murder,12.9155694,77.5567722,,10:30:00,2016
banashankari,attempted murder,12.92675,77.5636056,2016-12-16,11:45:00,2016
banashankari,attempted murder,12.9195056,77.5632917,2016-12-22,22:15:00,2016
banashankari,attempted murder,12.87974,77.50031,,17:00:00,2017
banashankari,attempted murder,12.9175333,77.5733778,2017-06-27,09:30:00,2017
banashankari,attempted murder,12.9181472,77.572175,2017-06-27,10:00:00,2017
banashankari,attempted murder,12.92957,77.57276,,06:00:00,2017
banashankari,attempted murder,12.91851,77.58122,,23:45:00,2017
banashankari,attempted murder,12.87974,77.50031,,05:00:00,2017
banashankari,attempted murder,12.9274444,77.5769306,,08:00:00,2017
banashankari,attempted murder,12.9181472,77.572175,2017-11-16,10:45:00,2017
banashankari,attempted murder,12.89066,77.575524,2018-01-15,18:15:00,2018
banashankari,attempted murder,12.9175333,77.5733778,,10:50:00,2018
banashankari,attempted murder,12.9175333,77.5733778,,15:30:00,2018
banashankari,attempted murder,12.9178389,77.564225,,09:30:00,2018
banashankari,attempted murder,12.9175333,77.5733778,,09:45:00,2018
banashankari,attempted murder,13.01965,77.60673,,13:15:00,2019
banashankari,attempted murder,12.9178389,77.564225,2019-06-13,09:30:00,2019
banashankari,attempted murder,12.9196528,77.5740472,,15:45:00,2019
banashankari,attempted murder,12.9196528,77.5740472,2019-10-29,20:40:00,2019
banashankari,attempted murder,12.944814,77.587996,2015-03-22,14:30:00,2015
banashankari,attempted murder,12.942789,77.596405,,14:00:00,2015
banashankari,attempted murder,12.946042,77.593699,2015-07-22,18:30:00,2015
banashankari,attempted murder,12.93481,77.591525,,21:00:00,2015
banashankari,attempted murder,12.945283,77.58671,,00:15:00,2015
banashankari,attempted murder,12.942789,77.596405,2015-08-16,20:30:00,2015
banashankari,attempted murder,12.934073,77.592244,,20:00:00,2015
banashankari,attempted murder,12.944485,77.591988,,20:00:00,2015
banashankari,attempted murder,12.945602,77.588022,,09:15:00,2015
banashankari,attempted murder,12.946595,77.59197,2015-11-17,21:00:00,2015
banashankari,attempted murder,12.944814,77.587996,,13:15:00,2016
banashankari,attempted murder,12.944814,77.587996,2016-03-20,13:00:00,2016
banashankari,attempted murder,12.942707,77.585262,2016-04-26,04:00:00,2016
banashankari,attempted murder,12.935847,77.593125,2017-06-14,04:30:00,2017
banashankari,attempted murder,12.944265,77.593685,,20:45:00,2017
banashankari,attempted murder,12.945058,77.591578,2017-12-19,14:00:00,2017
banashankari,attempted murder,12.9446676,77.592128,2018-10-25,10:45:00,2018
banashankari,attempted murder,12.941015,77.580237,2018-11-28,17:00:00,2018
banashankari,attempted murder,12.9446676,77.592128,2018-12-24,20:00:00,2018
banashankari,attempted murder,12.938585,77.58509,,15:00:00,2019
banashankari,attempted murder,12.946428,77.591183,2019-02-18,09:45:00,2019
banashankari,attempted murder,12.951431,77.590558,2019-02-27,13:30:00,2019
banashankari,attempted murder,12.945058,77.591578,,12:00:00,2019
banashankari,attempted murder,12.946042,77.593699,,12:00:00,2019
banashankari,attempted murder,12.942008,77.593672,,21:00:00,2019
banashankari,attempted murder,12.936049,77.592597,,21:30:00,2019
banashankari,attempted murder,12.943814,77.59715,2019-12-22,16:30:00,2019
banashankari,attempted murder,12.8906256,77.5640557,2015-01-21,12:30:00,2015
banashankari,attempted murder,12.8911707,77.5699034,2015-04-30,15:00PM,2015
banashankari,attempted murder,12.8829076,77.5669061,2015-05-22,19:45PM,2015
banashankari,attempted murder,12.917986,77.553778,,21:15PM,2016
banashankari,attempted murder,12.9075982,77.5348106,2016-01-31,10:00:00,2016
banashankari,attempted murder,12.9127392,77.5487886,2016-02-22,08:15:00,2016
banashankari,attempted murder,12.9094414,77.5572145,,,2016
banashankari,attempted murder,12.9091345,77.5532527,2016-02-29,17:40PM,2016
banashankari,attempted murder,12.908622,77.5553156,,22:45PM,2016
banashankari,attempted murder,12.888674,77.5731222,2016-03-30,12:15:00,2016
banashankari,attempted murder,12.888674,77.5731222,,14:35PM,2016
banashankari,attempted murder,12.9046755,77.5300176,2016-06-25,20:00PM,2016
banashankari,attempted murder,12.895725,77.5719447,,20:45PM,2016
banashankari,attempted murder,12.8881276,77.5811466,,,2016
banashankari,attempted murder,12.9113455,77.5381237,,,2016
banashankari,attempted murder,12.8924686,77.5754077,,,2016
banashankari,attempted murder,12.9110243,77.5391778,,23:45PM,2017
banashankari,attempted murder,12.8990011,77.544042,2017-09-15,10:00:00,2017
banashankari,attempted murder,12.908276,77.5502268,,22:15PM,2017
banashankari,attempted murder,12.9142227,77.5392943,,21:30PM,2017
banashankari,attempted murder,12.8997408,77.5495169,,07:30:00,2017
banashankari,attempted murder,12.9173966,77.545338,,18:15PM,2018
banashankari,attempted murder,12.9102289,77.5481594,2018-02-28,18:02PM,2018
banashankari,attempted murder,12.9047104,77.5448882,2018-04-14,13:45:00,2018
banashankari,attempted murder,12.9098878,77.5576361,,21:00PM,2018
banashankari,attempted murder,12.9057223,77.5355813,2019-01-14,12:15:00,2019
banashankari,attempted murder,12.8852062,77.5686646,2019-02-18,10:30:00,2019
banashankari,attempted murder,12.904425,77.528388,2019-03-13,08:00:00,2019
banashankari,attempted murder,12.8906256,77.5640557,,21:00PM,2019
banashankari,attempted murder,12.9144943,77.5502142,,,2019
banashankari,attempted murder,12.9057223,77.5355813,2019-10-25,00:45:00,2019
banashankari,attempted murder,12.885536,77.542507,,13:15:00,2015
banashankari,attempted murder,12.870927,77.536764,2015-03-20,21:00:00,2015
banashankari,attempted murder,12.891626,77.496854,,21:00:00,2015
banashankari,attempted murder,12.862772,77.531239,2015-05-14,14:00:00,2015
banashankari,attempted murder,12.876155,77.53255,2015-09-17,20:30:00,2015
banashankari,attempted murder,12.872936,77.528647,2015-10-15,09:30:00,2015
banashankari,attempted murder,12.874927,77.542694,2016-03-30,17:00:00,2016
banashankari,attempted murder,12.870315,77.5375,2019-06-29,11:00:00,2016
banashankari,attempted murder,12.872491,77.560741,,15:00:00,2016
banashankari,attempted murder,12.872491,77.560741,,15:30:00,2016
banashankari,attempted murder,12.876095,77.546538,2016-09-28,13:00:00,2016
banashankari,attempted murder,12.879245,77.512528,2016-11-25,00:15:00,2016
banashankari,attempted murder,12.891048,77.542411,2016-11-28,17:00:00,2016
banashankari,attempted murder,12.88374,77.501315,,07:00:00,2016
banashankari,attempted murder,12.856318,77.559623,,22:30:00,2017
banashankari,attempted murder,12.895099,77.542102,2017-02-27,23:15:00,2017
banashankari,attempted murder,12.869881,77.525669,,01:00:00,2017
banashankari,attempted murder,12.868478,77.521805,2017-05-17,13:30:00,2017
banashankari,attempted murder,12.877804,77.533739,,14:45:00,2017
banashankari,attempted murder,12.863084,77.526325,2017-08-16,10:30:00,2017
banashankari,attempted murder,12.880893,77.543751,2017-11-19,12:10:00,2017
banashankari,attempted murder,12.874507,77.529564,2017-11-26,22:00:00,2017
banashankari,attempted murder,12.853218,77.553667,,12:00:00,2018
banashankari,attempted murder,12.881532,77.511282,,08:30:00,2018
banashankari,attempted murder,12.877385,77.534077,2018-06-18,21:15:00,2018
banashankari,attempted murder,12.867237,77.535278,,23:30:00,2018
banashankari,attempted murder,12.878813,77.482329,2018-10-26,13:00:00,2018
banashankari,attempted murder,12.85092,77.557048,2018-11-22,18:30:00,2018
banashankari,attempted murder,12.880754,77.549448,,03:45:00,2019
banashankari,attempted murder,12.895797,77.536992,,18:30:00,2019
banashankari,attempted murder,12.865399,77.520688,,06:30:00,2019
banashankari,attempted murder,12.865652,77.516896,2019-09-17,14:00:00,2019
banashankari,attempted murder,12.881457,77.573157,2017-05-31,09:00:00,2017
banashankari,attempted murder,12.85708,77.577065,,12:30:00,2017
banashankari,attempted murder,12.899251,77.576456,,22:30:00,2017
banashankari,attempted murder,12.88967,77.571871,,23:00:00,2017
banashankari,attempted murder,12.871945,77.57484,,00:10:00,2017
banashankari,attempted murder,12.855507,77.587458,,15:20:00,2018
banashankari,attempted murder,12.888075,77.570911,2019-03-30,04:15:00,2018
banashankari,attempted murder,12.88245,77.575277,,09:40:00,2018
banashankari,attempted murder,12.871945,77.57484,2018-05-26,19:00:00,2018
banashankari,attempted murder,12.881966,77.566281,,20:54:00,2018
banashankari,attempted murder,12.84856,77.58442,2018-07-31,13:10:00,2018
banashankari,attempted murder,12.870638,77.583264,2018-08-25,05:30:00,2018
banashankari,attempted murder,12.881012,77.57636,2018-04-26,17:00:00,2018
banashankari,attempted murder,12.88967,77.571871,,21:00:00,2019
banashankari,attempted murder,12.878993,77.557886,2019-03-30,07:00:00,2019
banashankari,attempted murder,12.880183,77.567401,2019-03-31,07:15:00,2019
banashankari,attempted murder,12.896392,77.570185,,21:10:00,2019
banashankari,attempted murder,12.89639,77.570185,,07:00:00,2019
banashankari,attempted murder,12.840624,77.580569,2019-05-30,23:15:00,2019
banashankari,attempted murder,12.88818,77.570987,2019-11-20,16:30:00,2019
banashankari,attempted murder,12.843536,77.5836,2019-11-25,12:30:00,2019
banashankari,attempted murder,12.8911,77.5871639,2017-01-24,00:30:00,2017
banashankari,attempted murder,12.9057972,77.6003278,,18:00:00,2017
banashankari,attempted murder,12.8837528,77.5900583,,14:30:00,2017
banashankari,attempted murder,12.8837528,77.5900583,2017-07-25,20:40:00,2017
banashankari,attempted murder,12.8874556,77.59245,,15:30:00,2017
banashankari,attempted murder,12.885931,77.585941,2017-11-26,03:00:00,2017
banashankari,attempted murder,12.90903,77.58764,,11:30:00,2018
banashankari,attempted murder,12.902358,77.589837,,21:00:00,2018
banashankari,attempted murder,12.881791,77.588689,2019-11-13,19:00:00,2019
banashankari,attempted murder,12.9124183,77.5641048,,19:00:00,2015
banashankari,attempted murder,12.8999136,77.5724909,,22:00:00,2015
banashankari,attempted murder,12.9026073,77.5614887,,17:00:00,2015
banashankari,attempted murder,12.9021875,77.5726242,2015-07-29,18:30:00,2015
banashankari,attempted murder,12.9021875,77.5726242,2015-07-29,12:00:00,2015
banashankari,attempted murder,12.9085203,77.5725265,,16:30:00,2015
banashankari,attempted murder,12.9141256,77.5633355,2015-12-13,21:00:00,2015
banashankari,attempted murder,12.9021875,77.5726242,2015-12-19,12:00:00,2015
banashankari,attempted murder,12.9071512,77.5706533,,21:00:00,2016
banashankari,attempted murder,12.9105469,77.5607455,,22:30:00,2016
banashankari,attempted murder,12.9156669,77.5615653,2016-01-27,15:15:00,2016
banashankari,attempted murder,12.9036664,77.5674609,,22:00:00,2016
banashankari,attempted murder,12.8927194,77.566816,,11:00:00,2016
banashankari,attempted murder,12.9144906,77.5721065,,15:30:00,2016
banashankari,attempted murder,12.9144906,77.5721065,2016-07-31,20:40:00,2016
banashankari,attempted murder,12.9073405,77.5726119,,00:30:00,2016
banashankari,attempted murder,12.9043309,77.5684682,2016-08-16,23:01:00,2016
banashankari,attempted murder,12.9008928,77.5698814,,17:00:00,2016
banashankari,attempted murder,12.9162974,77.5707956,,15:30:00,2016
banashankari,attempted murder,12.8952844,77.5662129,2016-10-19,18:15:00,
banashankari,attempted murder,12.8985486,77.5696633,2016-10-22,09:30:00,
banashankari,attempted murder,12.898195,77.5693753,,11:55:00,2016
banashankari,attempted murder,12.8988075,77.57229,2016-12-21,00:20:00,2016
banashankari,attempted murder,12.9124941,77.5724057,,21:00:00,2017
banashankari,attempted murder,12.9036664,77.5674609,2017-03-24,21:00:00,2017
banashankari,attempted murder,12.8964516,77.5602433,,23:00:00,2017
banashankari,attempted murder,12.9026073,77.5614887,2017-08-23,21:00:00,2017
banashankari,attempted murder,12.907951,77.5709835,2017-09-21,"1 day, 0:00:00",2017
banashankari,attempted murder,12.9007132,77.5651239,2017-11-22,22:30:00,2017
banashankari,attempted murder,12.9079108,77.5667368,2017-11-27,21:00:00,2017
banashankari,attempted murder,12.9135166,77.5670477,2018-03-13,18:00:00,2018
banashankari,attempted murder,12.9008928,77.5698814,2018-05-29,19:00:00,2018
banashankari,attempted murder,12.9043309,77.5684682,,21:00:00,2018
banashankari,attempted murder,12.9043309,77.5684682,2018-06-18,14:00:00,2018
banashankari,attempted murder,12.9151437,77.5694191,2018-06-26,15:00:00,2018
banashankari,attempted murder,12.9023386,77.5653253,,14:00:00,2018
banashankari,attempted murder,12.8982364,77.5694762,2018-07-18,23:00:00,2018
banashankari,attempted murder,12.9050964,77.571337,,21:00:00,2018
banashankari,attempted murder,12.9061712,77.5698458,,18:00:00,2018
banashankari,attempted murder,12.9135166,77.5670477,,23:30:00,2018
banashankari,attempted murder,12.8968476,77.567481,2019-01-29,22:30:00,2019
banashankari,attempted murder,12.8979065,77.5594981,2019-08-17,22:30:00,2019
banashankari,attempted murder,12.8914388,77.5645044,,13:30:00,2019
banashankari,attempted murder,12.931754,77.539058,,05:00:00,2015
banashankari,attempted murder,12.936892,77.551396,2015-09-18,02:00:00,2015
banashankari,attempted murder,12.936135,77.545152,2015-10-28,23:55:00,2015
banashankari,attempted murder,12.937792,77.537268,,08:00:00,2016
banashankari,attempted murder,12.939647,77.552168,,11:30:00,2016
banashankari,attempted murder,12.943851,77.548762,,16:00:00,2016
banashankari,attempted murder,12.939585,77.544317,,22:30:00,2016
banashankari,attempted murder,12.933474,77.543107,,22:15:00,2016
banashankari,attempted murder,12.937343,77.537022,2016-04-27,21:30:00,2016
banashankari,attempted murder,12.930897,77.53865,,11:30:00,2016
banashankari,attempted murder,12.939647,77.552168,,19:00:00,2017
banashankari,attempted murder,12.930897,77.53865,,,2017
banashankari,attempted murder,12.936892,77.551396,,20:30:00,2017
banashankari,attempted murder,12.93586,77.54388,,22:00:00,2018
banashankari,attempted murder,12.941898,77.55148,,13:40:00,2018
banashankari,attempted murder,12.934084,77.544929,,02:00:00,2018
banashankari,attempted murder,12.916346,77.536052,,16:50:00,2019
banashankari,attempted murder,12.931403,77.53854,,14:30:00,2019
banashankari,attempted murder,12.926366,77.548363,,20:40:00,2019
banashankari,attempted murder,12.940715,77.545315,,22:00:00,2019
banashankari,attempted murder,12.941898,77.55148,,21:45:00,2019
banashankari,attempted murder,12.94948,77.5643001,,,2015
banashankari,attempted murder,12.94953,77.56316,2016-05-30,01:30:00,2016
banashankari,attempted murder,12.94953,77.56316,2017-03-20,09:00:00,2017
banashankari,attempted murder,12.951433,77.567242,,21:30:00,2018
banashankari,attempted murder,12.953511,77.559792,2018-03-16,15:00:00,2018
banashankari,attempted murder,12.9504668,77.5643001,,10:30:00,2018
banashankari,attempted murder,12.948701,77.559813,,19:00:00,2018
banashankari,attempted murder,12.95014,77.5604,2019-06-18,11:30:00,2019
banashankari,attempted murder,12.94968,77.56202,2019-07-17,21:30:00,2019
banashankari,attempted murder,12.94827,77.55944,2019-09-20,02:40:00,2019
banashankari,attempted murder,12.94951,77.56312,2019-11-14,22:30:00,2019
banashankari,attempted murder,12.94953,77.56316,2019-11-22,12:30:00,2019
banashankari,attempted murder,12.94953,77.56316,,23:00:00,2019
banashankari,attempted murder,12.9533,77.57242,2017-08-24,16:00:00,2017
banashankari,attempted murder,12.948775,77.572542,2019-09-29,19:00:00,2017
banashankari,attempted murder,12.951456,77.5799156,,4:3,2017
banashankari,attempted murder,12.9537221,77.5757708,,19:3,2017
banashankari,attempted murder,12.9562785,77.5765665,,17:3,2018
banashankari,attempted murder,12.9394,77.5543,,15:15:00,2015
banashankari,attempted murder,12.9365,77.556,2015-01-16,12:15:00,2015
banashankari,attempted murder,12.9324412,77.564925,,08:45:00,2017
banashankari,attempted murder,12.933307,77.555896,,02:00:00,2015
