district,crime_type,latitude,longitude,date,time
Basavanagudi,chain snatching,12.93586,77.5523,2015-08-07 00:00:00.000,12:30:00
Basavanagudi,chain snatching,12.94155,77.550038,2015-07-27 00:00:00.000,15:30:00
Basavanagudi,chain snatching,12.94369,77.53744,2015-08-16 00:00:00.000,12:00:00
Basavanagudi,chain snatching,12.941471,77.543027,2015-08-09 00:00:00.000,14:15:00
Basavanagudi,chain snatching,12.939979,77.558802,2015-01-10 00:00:00.000,13:30:00
Basavanagudi,chain snatching,12.939648,77.544295,2015-12-25 00:00:00.000,17:00:00
Basavanagudi,chain snatching,12.938734,77.538767,2016-03-29 00:00:00.000,20:00:00
Basavanagudi,chain snatching,12.933817,77.543315,2017-02-13 00:00:00.000,
Basavanagudi,chain snatching,12.93586,77.5523,2017-10-04 00:00:00.000,19:10:00
Basavanagudi,chain snatching,12.555886,77.321119,2017-12-04 21:30:00.000,
Basavanagudi,chain snatching,12.939397,77.541785,2017-03-05 00:00:00.000,17:15:00
Basavanagudi,chain snatching,12.940679,77.559242,2017-02-08 00:00:00.000,18:35:00
Basavanagudi,chain snatching,12.938936,77.543658,2017-08-21 00:00:00.000,17:30:00
Basavanagudi,chain snatching,12.941142,77.545571,2017-03-09 00:00:00.000,21:30:00
Basavanagudi,chain snatching,12.938936,77.543658,2017-09-30 00:00:00.000,14:10:00
Basavanagudi,chain snatching,12.936114,77.545066,2017-01-10 00:00:00.000,07:20:00
Basavanagudi,chain snatching,12.941142,77.545571,2017-05-12 17:30:00.000,
Basavanagudi,chain snatching,12.932622,77.542129,2018-01-28 00:00:00.000,15:30:00
Basavanagudi,chain snatching,12.930845,77.539064,2018-03-11 00:00:00.000,20:30:00
Basavanagudi,chain snatching,12.929961,77.538526,2018-04-11 00:00:00.000,23:00:00
Basavanagudi,chain snatching,12.933411,77.543161,2018-05-27 00:00:00.000,07:10:00
Basavanagudi,chain snatching,12.938936,77.543658,2018-11-13 00:00:00.000,11:30:00
Basavanagudi,chain snatching,9.964648,76.298362,2019-06-03 00:00:00.000,12:00:00
C K Achuktu,chain snatching,12.931199,77.555906,2015-12-28 00:00:00.000,19:45PM
C K Achuktu,chain snatching,12.93181516,77.55018602,2016-05-02 00:00:00.000,20:30PM
C K Achuktu,chain snatching,12.92186055,77.5521785,2016-05-26 00:00:00.000,12:30:00
C K Achuktu,chain snatching,12.9260417,77.55505414,2016-01-07 00:00:00.000,19:30PM
C K Achuktu,chain snatching,12.92398766,77.54764376,2016-07-14 00:00:00.000,11:30:00
C K Achuktu,chain snatching,12.92259245,77.5507623,2016-07-15 00:00:00.000,15:10PM
C K Achuktu,chain snatching,12.92246955,77.55308643,2016-08-26 00:00:00.000,09:45:00
C K Achuktu,chain snatching,12.9264147,77.55353724,2016-09-25 00:00:00.000,16:15PM
C K Achuktu,chain snatching,12.93181516,77.55018602,2016-02-15 00:00:00.000,14:30PM
C K Achuktu,chain snatching,12.92186055,77.5521785,2016-02-12 00:00:00.000,17:00PM
C K Achuktu,chain snatching,12.92377397,77.55600207,2017-04-26 00:00:00.000,13:45PM
C K Achuktu,chain snatching,12.930082,77.549042,2017-09-17 00:00:00.000,15:00PM
C K Achuktu,chain snatching,12.555075,77325708.0,2017-11-25 00:00:00.000,17:50PM
C K Achuktu,chain snatching,12.55421,770325591.0,2018-02-26 00:00:00.000,16:35PM
C K Achuktu,chain snatching,12.554525,77.325492,2018-06-14 00:00:00.000,21:35PM
C K Achuktu,chain snatching,12.554174,77.334047,2018-08-18 00:00:00.000,21:05PM
C K Achuktu,chain snatching,12.553644,77.331466,2018-04-10 00:00:00.000,18:41PM
C K Achuktu,chain snatching,12.925884,77.547995,2018-11-13 00:00:00.000,12:10:00
C K Achuktu,chain snatching,12.930885,77564770.0,2018-12-19 00:00:00.000,19:55PM
C K Achuktu,chain snatching,12.930873,77.565708,2019-02-16 00:00:00.000,19:30:00
C K Achuktu,chain snatching,12.930682,77.560448,,20:00:00
C K Achuktu,chain snatching,12.926585,77.551648,2019-11-26 00:00:00.000,23:00:00
C K Achuktu,2 wheeler theft,12.88605,77.494843,2015-02-01 00:00:00.000,16:45:00
C K Achuktu,2 wheeler theft,12.915668,77.589662,2015-03-01 00:00:00.000,20:00:00
C K Achuktu,2 wheeler theft,12.926896,77.5896545,2015-04-01 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12.9184,77.58268,2015-05-01 00:00:00.000,19:45:00
C K Achuktu,2 wheeler theft,12.923665,77.589668,2015-06-01 00:00:00.000,19:45:00
C K Achuktu,2 wheeler theft,12.91699,77.58934,2015-07-01 00:00:00.000,19:15:00
C K Achuktu,2 wheeler theft,12.919414,77.585452,2015-08-01 00:00:00.000,19:30:00
C K Achuktu,2 wheeler theft,12.92877,77.57807,2015-09-01 00:00:00.000,12:30:00
C K Achuktu,2 wheeler theft,12.915668,77.569861,2015-10-01 00:00:00.000,16:30:00
C K Achuktu,2 wheeler theft,12.92397,77.57968,2015-11-01 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.88605,77.494843,2015-12-01 00:00:00.000,18:15:00
C K Achuktu,2 wheeler theft,12.88605,77.494843,2015-01-13 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.92875,77.5801,2015-01-14 00:00:00.000,18:50:00
C K Achuktu,2 wheeler theft,12.971599,77.594563,2015-01-15 00:00:00.000,19:00:00
C K Achuktu,2 wheeler theft,12.919817,77.58481,2015-01-16 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.926384,77.578007,2015-01-17 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12.926254,77.584896,2015-01-18 00:00:00.000,18:00:00
C K Achuktu,2 wheeler theft,12.550228,77.350844,2015-01-19 00:00:00.000,10:35:00
C K Achuktu,2 wheeler theft,12.9373,77.584642,2015-01-20 00:00:00.000,10:35:00
C K Achuktu,2 wheeler theft,12.926254,77.584896,2015-01-21 00:00:00.000,12:45:00
C K Achuktu,2 wheeler theft,12.927258,77.585571,2015-01-22 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.922537,77.616736,2015-01-23 00:00:00.000,14:10:00
C K Achuktu,2 wheeler theft,12.919691,77.561583,2015-01-24 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.920121,77.571397,2015-01-25 00:00:00.000,12:00:00
C K Achuktu,2 wheeler theft,12.971599,77.594563,2015-01-26 00:00:00.000,17:00:00
C K Achuktu,2 wheeler theft,12.9298,77.621739,2015-01-27 00:00:00.000,17:45:00
C K Achuktu,2 wheeler theft,12.919774,77.577703,2015-01-28 00:00:00.000,19:00:00
C K Achuktu,2 wheeler theft,12.930901,77.579527,2015-01-29 00:00:00.000,19:00:00
C K Achuktu,2 wheeler theft,12.942117,77.575361,2015-01-30 00:00:00.000,12:40:00
C K Achuktu,2 wheeler theft,12.971599,77.594563,2015-01-31 00:00:00.000,12:00:00
C K Achuktu,2 wheeler theft,12.92594,77.583042,2015-01-02 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.928807,77.58585,2015-02-02 00:00:00.000,19:30:00
C K Achuktu,2 wheeler theft,12.930877,77.57673,2015-03-02 00:00:00.000,22:00:00
C K Achuktu,2 wheeler theft,12.544272,77.342621,2015-04-02 00:00:00.000,18:30:00
C K Achuktu,2 wheeler theft,12.92367,77.58014,2015-05-02 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.35554,77.345587,2015-06-02 00:00:00.000,18:00:00
C K Achuktu,2 wheeler theft,12.926793,77.588426,2015-07-02 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.582316,77.362914,2015-08-02 00:00:00.000,19:40:00
C K Achuktu,2 wheeler theft,12.94518,77.58715,2015-09-02 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.554571,77.351017,2015-10-02 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.971599,77.594563,2015-11-02 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.971599,77.594563,2015-12-02 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.971599,77.594563,2015-02-13 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.88605,77.494843,2015-02-14 00:00:00.000,18:15:00
C K Achuktu,2 wheeler theft,12.92634,77.57802,2015-02-15 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.91945,77.58825,2015-02-16 00:00:00.000,10:00:00
C K Achuktu,2 wheeler theft,12.91945,77.58825,2015-02-17 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.91756,77.58832,2015-02-18 00:00:00.000,16:30:00
C K Achuktu,2 wheeler theft,12.92723,77.58548,2015-02-19 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12.92208,77.58953,2015-02-20 00:00:00.000,12:00:00
C K Achuktu,2 wheeler theft,12.92367,77.58014,2015-02-21 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.925668,77.592755,2015-02-22 00:00:00.000,17:45:00
C K Achuktu,2 wheeler theft,12.921556,77.589475,2015-02-23 00:00:00.000,13:50:00
C K Achuktu,2 wheeler theft,12.9248566,77.576998,2015-02-24 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.92485,77.5868,2015-02-25 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.921752,77.586995,2015-02-26 00:00:00.000,12:30:00
C K Achuktu,2 wheeler theft,12.92208,77.58953,2015-02-27 00:00:00.000,10:10:00
C K Achuktu,2 wheeler theft,12.920536,77.5827886,2015-02-28 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.9237563,77.586952,2015-01-03 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12.924178,77.590603,2016-03-01 00:00:00.000,18:30:00
C K Achuktu,2 wheeler theft,12.92938,77.586042,2016-04-04 00:00:00.000,00:00:00
C K Achuktu,2 wheeler theft,12.26607,76.58227,2016-01-18 00:00:00.000,21:40:00
C K Achuktu,2 wheeler theft,12.560022,77.344577,2016-01-17 00:00:00.000,10:00:00
C K Achuktu,2 wheeler theft,12.553641,77.350641,2016-01-21 00:00:00.000,11:45:00
C K Achuktu,2 wheeler theft,56.09397,3.9313,2016-01-20 00:00:00.000,21:30:00
C K Achuktu,2 wheeler theft,12.555585,77.35006,2016-01-22 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.554511,77.350073,2016-01-24 00:00:00.000,20:15:00
C K Achuktu,2 wheeler theft,12.545464,77.342616,2016-01-29 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,42.16216,70.70683,2016-05-02 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.926745,77.579258,2016-08-02 00:00:00.000,12:15:00
C K Achuktu,2 wheeler theft,12.555288,77.350521,2016-08-02 00:00:00.000,14:10:00
C K Achuktu,2 wheeler theft,12.92753,77576600.0,2016-10-02 00:00:00.000,19:00:00
C K Achuktu,2 wheeler theft,12.922517,77.587116,2016-02-14 00:00:00.000,11:30:00
C K Achuktu,2 wheeler theft,12.930749,77.582961,2016-02-14 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.551592,77.351339,2016-02-16 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.931904,77.585883,2016-02-18 00:00:00.000,12:00:00
C K Achuktu,2 wheeler theft,12.929561,77.575507,2016-02-19 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.922517,77.587116,2016-02-21 00:00:00.000,11:15:00
C K Achuktu,2 wheeler theft,12.945182,77.597825,2016-02-26 00:00:00.000,12:0
C K Achuktu,2 wheeler theft,12.931566,77.584634,2016-02-03 00:00:00.000,17:40:00
C K Achuktu,2 wheeler theft,12.32331,76.61077,2016-05-03 00:00:00.000,14:10:00
C K Achuktu,2 wheeler theft,12.92626,77585980.0,2016-10-03 00:00:00.000,14:30:00
C K Achuktu,2 wheeler theft,12.555156,77.350063,2016-03-13 00:00:00.000,12:30:00
C K Achuktu,2 wheeler theft,12.55474,77.350605,2016-03-14 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12.93087,77.58145,2016-03-17 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.920789,77.58415,2016-03-17 00:00:00.000,15:10:00
C K Achuktu,2 wheeler theft,12.971599,77.594563,2016-03-18 00:00:00.000,11:30:00
C K Achuktu,2 wheeler theft,12.91795,77.58878,2016-03-24 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.241653,77.363421,2016-03-26 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.92938,77.582961,2016-09-04 00:00:00.000,17:45:00
C K Achuktu,2 wheeler theft,12.361236,77.396512,2015-04-05 00:00:00.000,16:30:00
C K Achuktu,2 wheeler theft,12.241653,77.349614,2016-04-14 00:00:00.000,12:30:00
C K Achuktu,2 wheeler theft,12.241652,77.363942,2016-04-13 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.91796,77.600883,2016-04-29 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.91886,77.58746,2016-05-13 00:00:00.000,21:30:00
C K Achuktu,2 wheeler theft,12.953481,77.563564,2016-05-24 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.946084,77.616321,2016-05-27 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.931566,77.585883,2016-05-21 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.921114,77.553,2016-05-26 00:00:00.000,14:30:00
C K Achuktu,2 wheeler theft,12.924988,77.569673,2016-03-06 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.93164,77.58114,2016-05-06 00:00:00.000,11:15:00
C K Achuktu,2 wheeler theft,12.9321,77.57465,2016-06-06 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.26436,76.64675,2016-06-06 00:00:00.000,13:15:00
C K Achuktu,2 wheeler theft,12.9273,77.57806,2016-06-24 00:00:00.000,18:55:00
C K Achuktu,2 wheeler theft,12.92547,77.58377,2016-06-27 00:00:00.000,12:45:00
C K Achuktu,2 wheeler theft,12.296531,77.142562,2016-04-07 00:00:00.000,13:20:00
C K Achuktu,2 wheeler theft,12.92285,77.5807,2016-10-07 00:00:00.000,11:30:00
C K Achuktu,2 wheeler theft,12.92802,77.58112,2016-12-07 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.93201,77.57455,2016-07-17 00:00:00.000,11:30:00
C K Achuktu,2 wheeler theft,12.93426,77.59269,2016-10-03 00:00:00.000,14:30:00
C K Achuktu,2 wheeler theft,12.93426,77.59269,2016-07-18 00:00:00.000,14:45:00
C K Achuktu,2 wheeler theft,12.93297,77.58395,2016-07-23 00:00:00.000,21:30:00
C K Achuktu,2 wheeler theft,12.92753,77.5766,2016-07-24 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.926839,77.584634,2016-07-24 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12934260.0,77.59269,2016-12-08 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.930792,77.584982,2016-09-08 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.93426,77.59269,2016-08-15 00:00:00.000,18:15:00
C K Achuktu,2 wheeler theft,12.926673,77.552554,2016-09-08 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.930083,77.582571,2016-08-17 00:00:00.000,18:30:00
C K Achuktu,2 wheeler theft,12.929858,77.587006,2016-08-22 00:00:00.000,12:15:00
C K Achuktu,2 wheeler theft,12.930226,77.583196,2016-08-22 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12.930749,77.584919,2016-08-30 00:00:00.000,11:45:00
C K Achuktu,2 wheeler theft,12.926093,77.58603600000001,2016-03-09 00:00:00.000,09:20:00
C K Achuktu,2 wheeler theft,12.968045,77.522814,2016-08-26 00:00:00.000,11:30:00
C K Achuktu,2 wheeler theft,12.930051,77.578083,2016-06-09 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.931613,77.578443,2016-06-09 00:00:00.000,15:30:00
C K Achuktu,2 wheeler theft,12.932946,77.563869,2016-05-09 00:00:00.000,11:30:00
C K Achuktu,2 wheeler theft,12.924463,77.576192,2016-12-09 00:00:00.000,18:00:00
C K Achuktu,2 wheeler theft,12.933661,77.583939,2016-09-14 00:00:00.000,07:35:00
C K Achuktu,2 wheeler theft,12.918664,77.579765,2016-01-09 00:00:00.000,10:00:00
C K Achuktu,2 wheeler theft,30.234375,89.451163,2016-09-23 00:00:00.000,18:00:00
C K Achuktu,2 wheeler theft,12.928102,77.577885,2016-09-29 00:00:00.000,17:15:00
C K Achuktu,2 wheeler theft,12.930775,77.582116,2016-05-10 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.92542,77.591849,2016-10-22 00:00:00.000,18:00:00
C K Achuktu,2 wheeler theft,12.926974,77.576626,2016-10-30 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.927593,77.575673,2016-10-29 00:00:00.000,15:30:00
C K Achuktu,2 wheeler theft,12.92594,77.583042,2016-10-29 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.911569,77.575912,2016-11-14 00:00:00.000,19:40:00
C K Achuktu,2 wheeler theft,12.921165,77.58072,2016-11-14 00:00:00.000,13:20:00
C K Achuktu,2 wheeler theft,12.911569,77.575912,2016-11-18 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.921169,77.581201,2016-11-18 00:00:00.000,14:30:00
C K Achuktu,2 wheeler theft,12.932946,77.583869,2016-11-19 00:00:00.000,17:00:00
C K Achuktu,2 wheeler theft,12.911569,77.575912,2016-11-23 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.942523,77.581374,2016-10-18 00:00:00.000,11:30:00
C K Achuktu,2 wheeler theft,12.955216,77.619961,2016-11-14 00:00:00.000,18:30:00
C K Achuktu,2 wheeler theft,12.92594,77.583042,2016-11-21 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.9199,77.583599,2016-11-14 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12.922918,77.58598,2016-02-12 00:00:00.000,17:30:00
C K Achuktu,2 wheeler theft,12.918838,77.583583,2016-08-12 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.916267,77.584133,2016-07-12 00:00:00.000,11:45:00
C K Achuktu,2 wheeler theft,12.919266,72.587295,2016-07-12 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.928556,77.585366,2016-08-12 00:00:00.000,11:30:00
C K Achuktu,2 wheeler theft,12.919774,77.577703,2016-08-12 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.918471,77.572424,2016-12-20 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.924377,77.582729,2016-12-20 00:00:00.000,19:30:00
C K Achuktu,2 wheeler theft,12.916267,77.584133,2016-12-22 00:00:00.000,14:30:00
C K Achuktu,2 wheeler theft,12.926349,77.578827,2017-01-01 00:00:00.000,10:45:00
C K Achuktu,2 wheeler theft,12.920922,77.574935,2016-12-26 00:00:00.000,16:30:00
C K Achuktu,2 wheeler theft,12.917411,77.58366,2017-07-01 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.92773,77.57806,2017-11-01 00:00:00.000,17:00:00
C K Achuktu,2 wheeler theft,12.933583,77.582258,2017-01-17 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.92594,77.583042,2017-01-15 00:00:00.000,18:45:00
C K Achuktu,2 wheeler theft,12.921546,77.584269,2017-01-25 00:00:00.000,12:45:00
C K Achuktu,2 wheeler theft,12.930899,77.583933,2017-01-31 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.924321,77.5881,2017-02-02 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.932047,77.57969,2017-05-02 00:00:00.000,13:15:00
C K Achuktu,2 wheeler theft,12.895112,77.562972,2017-02-16 00:00:00.000,17:00:00
C K Achuktu,2 wheeler theft,12.93158,77.57961,2017-02-28 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.918899,77.577344,2017-03-15 00:00:00.000,23:15:00
C K Achuktu,2 wheeler theft,12.922461,77.589557,2017-03-21 00:00:00.000,12:20:00
C K Achuktu,2 wheeler theft,12.931849,77.578343,2017-03-24 00:00:00.000,18:30:00
C K Achuktu,2 wheeler theft,12.936469,77.577151,2017-03-25 00:00:00.000,15:40:00
C K Achuktu,2 wheeler theft,12.922403,77.586243,2017-03-04 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.922527,77.587116,2017-06-04 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.929909,77.584375,2017-08-04 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.932216,77.581826,2017-10-04 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.932836,77.583766,2017-05-04 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.969573,77.529824,2017-04-19 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.92017,77.577721,2017-04-26 00:00:00.000,19:20:00
C K Achuktu,2 wheeler theft,12.91802,77.58833,2017-04-23 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.911569,77.575912,2017-04-30 00:00:00.000,16:30:00
C K Achuktu,2 wheeler theft,12.92594,77.583042,2017-04-05 00:00:00.000,14:00:00
C K Achuktu,2 wheeler theft,12.94675,77.55572,2017-05-16 00:00:00.000,15:15:00
C K Achuktu,2 wheeler theft,12.932018,77.586094,2017-07-05 00:00:00.000,18:15:00
C K Achuktu,2 wheeler theft,12.92542,77.591849,2017-11-05 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.936462,77.584375,2017-05-15 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.919247,77.587355,2017-05-16 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.926015,77.583641,2017-05-27 00:00:00.000,12:30:00
C K Achuktu,2 wheeler theft,12.93056,77.58884,2017-05-30 00:00:00.000,18:15:00
C K Achuktu,2 wheeler theft,12.932965,77.583821,2017-05-06 00:00:00.000,16:20:00
C K Achuktu,2 wheeler theft,12.928554,77.585366,2017-11-06 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.911335,77.595161,2017-06-15 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.928554,77.585366,2017-06-13 00:00:00.000,08:45:00
C K Achuktu,2 wheeler theft,12.940944,77.581298,2017-06-19 00:00:00.000,12:45:00
C K Achuktu,2 wheeler theft,12.917411,77.58366,2017-06-21 00:00:00.000,21:15:00
C K Achuktu,2 wheeler theft,12.930044,77.586152,2017-06-27 00:00:00.000,13:15:00
C K Achuktu,2 wheeler theft,12.921835,77.58575,2017-03-07 00:00:00.000,12:00:00
C K Achuktu,2 wheeler theft,12.92204,77.58221,2017-03-07 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.92815,77.58127,2017-06-30 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.92204,77.58221,2017-06-27 00:00:00.000,11:15:00
C K Achuktu,2 wheeler theft,12.92304,77.58214,2017-06-30 00:00:00.000,14:15:00
C K Achuktu,2 wheeler theft,12.9399,77.5836,,20:07:00
C K Achuktu,2 wheeler theft,12.92389,77.58584,2017-12-07 00:00:00.000,16:30:00
C K Achuktu,2 wheeler theft,12.9273,77.57806,2017-04-07 00:00:00.000,21:00:00
C K Achuktu,2 wheeler theft,12.93443,77.5927,2017-09-07 00:00:00.000,10:00:00
C K Achuktu,2 wheeler theft,12.92802,77.581123,2017-11-07 00:00:00.000,16:30:00
C K Achuktu,2 wheeler theft,12.92239,77.58076,2017-07-19 00:00:00.000,14:30:00
C K Achuktu,2 wheeler theft,12.922417,77.585972,2017-07-22 00:00:00.000,15:00:00
C K Achuktu,2 wheeler theft,12.92204,77.582201,2017-07-26 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.922044,77.582211,2017-07-27 00:00:00.000,17:00:00
C K Achuktu,2 wheeler theft,12.922242,77.584252,2017-08-17 00:00:00.000,17:00:00
C K Achuktu,2 wheeler theft,12.930231,77.586001,2017-08-19 00:00:00.000,15:15:00
C K Achuktu,2 wheeler theft,12.922547,77.58636,2017-02-08 00:00:00.000,15:35:00
C K Achuktu,2 wheeler theft,12.920794,77.587563,2017-08-17 00:00:00.000,09:00:00
C K Achuktu,2 wheeler theft,12.93047,77.57957,2017-08-24 00:00:00.000,12:40:00
C K Achuktu,2 wheeler theft,12.9399,77.5835,2017-08-28 00:00:00.000,14:15:00
C K Achuktu,2 wheeler theft,12.9302,77.58894,2017-08-25 00:00:00.000,12:30:00
C K Achuktu,2 wheeler theft,12.93442,77.58949,2017-03-09 00:00:00.000,14:15:00
C K Achuktu,2 wheeler theft,12.928501,77.585793,2017-05-09 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.92554,77.57619,2017-03-09 00:00:00.000,10:00:00
C K Achuktu,2 wheeler theft,12.92204,77.58221,2017-08-20 00:00:00.000,11:50:00
C K Achuktu,2 wheeler theft,12.93541,77.577226,2017-09-16 00:00:00.000,10:00:00
C K Achuktu,2 wheeler theft,12.91802,77.58833,2017-09-24 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.91713,77.58361,2017-03-10 00:00:00.000,19:30:00
C K Achuktu,2 wheeler theft,12.92204,77.58221,2017-11-10 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.92747,77.576196,2017-10-17 00:00:00.000,11:10:00
C K Achuktu,2 wheeler theft,12.93138,77.58565,2017-10-23 00:00:00.000,19:30:00
C K Achuktu,2 wheeler theft,12.917511,77.5787,2017-07-08 00:00:00.000,20:50:00
C K Achuktu,2 wheeler theft,12.91802,77.57665,2017-08-27 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.930848,77.577231,2017-02-11 00:00:00.000,13:30:00
C K Achuktu,2 wheeler theft,12.932881,77.587767,2017-10-31 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.9224,77.576465,2017-03-11 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.946444,77.579988,2017-04-11 00:00:00.000,11:00:00
C K Achuktu,2 wheeler theft,12.935338,77.58132,2017-12-11 00:00:00.000,09:45:00
C K Achuktu,2 wheeler theft,12.917411,77.58366,2017-11-14 00:00:00.000,09:00:00
C K Achuktu,2 wheeler theft,12.933033,77.584363,2017-03-08 00:00:00.000,
C K Achuktu,2 wheeler theft,12.928208,77.58693,2017-11-24 00:00:00.000,19:30:00
C K Achuktu,2 wheeler theft,12.921813,77.580773,2017-11-25 00:00:00.000,12:40:00
C K Achuktu,2 wheeler theft,12.923265,77.58289,2017-11-27 00:00:00.000,09:30:00
C K Achuktu,2 wheeler theft,12.929728,77.579147,2017-11-27 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.929033,77.583584,2017-11-28 00:00:00.000,18:00:00
C K Achuktu,2 wheeler theft,12.916792,77.586598,2017-04-12 00:00:00.000,07:00:00
C K Achuktu,2 wheeler theft,12.930758,77.582757,2017-06-12 00:00:00.000,10:30:00
C K Achuktu,2 wheeler theft,12.996659,77.530421,2017-12-18 00:00:00.000,16:00:00
C K Achuktu,2 wheeler theft,12.92204,77.58221,2017-12-22 00:00:00.000,13:00:00
C K Achuktu,2 wheeler theft,12.931196,77.578691,2017-12-29 00:00:00.000,
C K Achuktu,2 wheeler theft,12.946444,77.579988,2018-01-15 00:00:00.000,18:00:00
C K Achuktu,2 wheeler theft,12.921195,77.586304,2018-01-16 00:00:00.000,19:00:00
C K Achuktu,2 wheeler theft,12.925461,77.584888,2018-01-16 00:00:00.000,18:00:00
